;oset1;oset2;rus1;rus2;proximity;synonym
5868;лымæн уæвын;фидауын;ладить;ладить;0.31905290484428406;1
5869;абоныккон;ныры;современный теперешний;современный теперешний;0.2787203788757324;1
5870;абухгæ;зæлаг;раскатистый перикатистый;раскатистый перикатистый;0.10782607644796371;1
5871;зæрдæзæгъгæдзинад;рæсугъддзинад;очарование прелесть;очарование прелесть;0.8482043147087097;1
5872;абухæг;гуылфгуылфгæнæг;бурный неспокойный;бурный неспокойный;-0.0678001418709755;1
5873;елдариуæг кагнын;паддзахиуæг кæнын;царить;царить;0.3006192147731781;1
5874;аивдзинад;зæрдæмæдзæугæдзинад;чистота;очарование прелесть;0.8266357779502869;1
5875;хылмондаг;хылычъи;задиристый занозистый;задиристый занозистый;0.5741243362426758;1
5876;зонд;къоппа;ум умственные  способности;голова;0.43113264441490173;1
5877;зæрдæмæдзæугæ;разсугъд;симпатичный приятный;красиво живописно;0.2870975136756897;1
5878;æмбисонды;аæнæфенгæ;жественный единственный;жественный единственный;0.1969623565673828;1
5879;ахсджиаг;нырыккон;любимый милый;современный теперешний;0.062462933361530304;1
5880;дæргъ;даргъад;длительность продолжительность;длительность продолжительность;0.4906730353832245;1
5881;аив кæнын;разсугъд кæнын;хорошеть расцветать;хорошеть расцветать;0.6461001634597778;1
5882;рараст кæнын;слæгъз кæнын;распрямить выпрямить;распрямить выпрямить;0.691745936870575;1
5883;исад;царды дуг;жизнь;жизнь;0.1671014279127121;1
5884;дæлбар уавæр;дæлбарад;зависимость;зависимость;0.6228886246681213;1
5885;къæхты уынæр;къæхтыхъæр;топот топотание;топот топотание;0.6195126175880432;1
5886;сызмæнтын;сыстауын;размешать разболтать;размешать разболтать;0.33320480585098267;1
5887;дам-дум;тауыс;клевета оговор;клевета оговор;0.5754314064979553;1
5888;æазуын кæнын;фезмæлынкæнын;двинуть;двинуть;0.44317150115966797;1
5889;æмзæрдæйæ;æнгомæй;слаженно согласованно;слаженно согласованно;0.19237880408763885;1
5890;сæрхъæн митæ кагнын;хынджылæг кæнын;глупить вести себя глупо;шутить пересыпать речь шутками;0.484668105840683;1
5891;æхгæддзинад;иртæстдзинад;обосновленность замкнутость;обосновленность замкнутость;0.9036587476730347;1
5892;сæрибарæй;уæндонæй;фамильярно бесцеремонно;фамильярно бесцеремонно;0.16592209041118622;1
5893;арæзт;бакуыст;фактура выделка;изделие вещь;0.19839662313461304;1
5894;арæхæмбæлгæ;хæлиугонд;употребительный распространенный;употребительный распространенный;0.17896726727485657;1
5895;æнæмæлæт;æнæмæлгæ;вечный бес;вечный бес;0.7459616661071777;1
5896;здæхт;ныхас;фраза оборот;фраза оборот;0.17519332468509674;1
5897;апаплой кæнын;асатар кæнын;растратить потратить;растратить потратить;0.40096908807754517;1
5898;къæдз;уæнгтæхъил;сгорбленный сутулый;сгорбленный сутулый;0.3354739248752594;1
5899;зылд;ран;район зона;район зона;0.09506696462631226;1
5900;здыхсын;тыхсын;обвиваться обертываться;унывать приходить в уныние;0.724042534828186;1
5901;гадзрахат;фаæливæг;коварный вероломный;коварный вероломный;0.39199012517929077;1
5902;æцæгæлонбæстаг;фæсденджызон;иностранный заграничный;иностранный заграничный;0.16021138429641724;1
5903;нысангонд;снысан;цель;цель;0.38314175605773926;1
5904;алысахат;арæх;часто нередко;часто нередко;0.09007197618484497;1
5905;зэнæсцух;фидар;постоянный;стойко мужественно;0.11285927146673203;1
5906;адæмарæх;бирæдзыллон;людный многолюдный;людный многолюдный;0.5611381530761719;1
5907;уæд та;уæддæр;хоть хотя бы;хоть хотя бы;0.22302864491939545;1
5908;æндæркæнынад;аивд;изменение перемена;изменение перемена;0.3628164827823639;1
5909;амбулын;нымбулын;обыграть выиграть;обыграть выиграть;0.8783746361732483;1
5910;къæбæргæнæг;сывæллæтты мад;хозяйка;хозяйка;0.2706335484981537;1
5911;алфамбылай;фалдзус;окрестность округа;окрестность округа;0.01382648479193449;1
5912;бакалын;ныппырхкæнын;забрызгать обрызгать;забрызгать обрызгать;0.49498528242111206;1
5913;нымбухын;нытътъæлланг кæнын;закричать поднять крик;закричать поднять крик;0.6905895471572876;1
5914;иугонд;куыстад;объединение организация;объединение организация;0.12839734554290771;1
5915;æхгæнын;цагъъд кæнын;загромождать заставлять;загромождать заставлять;0.6353232264518738;1
5916;лæвар кæнын;тонын;жертвовать;царапать;0.35153093934059143;1
5917;фастадæр;цасдæры фæстæ;потом затем;потом затем;0.20302560925483704;1
5918;ракъæдз-бакъæдз кæнын;уæлдай мита кæнын;кривляться ломаться;кривляться ломаться;0.7462791204452515;1
5919;æппæтвæрсыг;алывæрсыг;универсальный всеохватывающий;универсальный всеохватывающий;0.5642093420028687;1
5920;батухын;бафснайын;упаковать запаковать;упаковать запаковать;0.35619282722473145;1
5921;галиу митæ кæнын;фыдуагкæнын;шалить;шалить;0.5534765720367432;1
5922;гуылфгуылфгæнæг;фыцгæ;бурный неспокойный;бурный неспокойный;-0.025170113891363144;1
5923;хæдхуыз;хаэдхъом;своеобразие самобытность;своеобразие самобытность;0.4657675325870514;1
5924;æрцаразын;саразын;построить выстроить;украситься разукраситься;0.7415313720703125;1
5925;кæрон;скъуыддзаг;часть;часть;0.07023654878139496;1
5926;æцæгдзинад;исад;правда истина;жизнь;0.2665294110774994;1
5927;бынмæ хæцын;цъæл кæнын;давить;давить;0.3394853174686432;1
5928;уарынæй;фæлдæхын;падать;падать;0.44577670097351074;1
5929;бар;фæндон;право;желание;0.30110782384872437;1
5930;уæндон;хъæбатыр;;;0.1797134429216385;1
5931;бæззон;хорззæрдæ;хороший неплохой;хороший неплохой;0.29165419936180115;1
5932;дыкъахыг;сылгоймагæй гуырд;человек;человек;0.21917018294334412;1
5933;кæнгæ митæ;ратас-батас;жеманство кривляние;жеманство кривляние;0.16986727714538574;1
5934;уадзын;цъапп кæнын;распрягать выпрягать;делать совершать;0.2470773458480835;1
5935;къæбæлдзыгны сæй;сæрбæрзондæй;напыщенно ходульно;напыщенно ходульно;0.3748142421245575;1
5936;æлхынцъ кæнын;хатдзæг кæнын;обобщать;обобщать;0.5755352973937988;1
5937;азмæлын;анкъуысын;двинуться передвинуться;двинуться передвинуться;0.5643445253372192;1
5938;разагъды;хæдахуыр;аристократический;аристократический;0.23270165920257568;1
5939;æцæгæлон бæстæйы;фæсарæны;за границей за рубежом;за границей за рубежом;0.29107725620269775;1
5940;дамгæнæг;мысæг;клеветник кляузник;клеветник кляузник;0.399915874004364;1
5941;дау кагнын;хахуыр кæнын;клеветать оговаривть;клеветать оговаривть;0.011608732864260674;1
5942;зæрдæргъæвд;курдиатджын;талантливый даровитый;талантливый даровитый;0.20091573894023895;1
5943;кад;намыс;уважение почитание;честность;0.5438647866249084;1
5944;гуырымыхъ;карзæй;грубо;требовательно взыскательно;0.26390978693962097;1
5945;алкæгцы;апы;любой;любой;0.015715744346380234;1
5946;уæнгмард;фæлмæцыд;усталый утомленный;усталый утомленный;0.5111299753189087;1
5947;баруагъдæй;бархийæ;добровольно по собственному желанию;добровольно по собственному желанию;0.09718730300664902;1
5948;зардæрард;удцырын;энтузиазм воодушевление;энтузиазм воодушевление;0.2427033931016922;1
5949;ныддæвдæг уæвын;ныкъкъæпп кæнын;укусить куснуть;укусить куснуть;0.54323810338974;1
5950;адджынмондаг;адджынуарзаг;лакомка сластена;лакомка сластена;0.8962665796279907;1
5951;зæрдæдард;ныфос;надежда ожидания;надежда ожидания;0.46363693475723267;1
5952;æнæсайгæйæ;цæсгомджынæй;добросовестно честно;добросовестно честно;0.34516510367393494;1
5953;буц митæ кæнын;рæвдауын;нежничать миндальничать;нежничать миндальничать;0.5342607498168945;1
5954;дзындзытæ;хæрдоджытæ;ожерелье колье;ожерелье колье;0.2895694673061371;1
5955;æнæхъæндзинад;иудзинад;цельность единство;цельность единство;0.8798243999481201;1
5956;æмуд;æнгом;дружный согласный;наглухо плотно;0.13376682996749878;1
5957;бирæдзураг;гæркъæраг;разговорчивый говорливый;разговорчивый говорливый;0.2458052933216095;1
5958;незаманон;фыццагон;устарелый устаревший;антикварный старинный;0.5037633776664734;1
5959;æнæгæдымитæ;сæрибар;фамильярный бесцеремонный;фамильярный бесцеремонный;0.21140584349632263;1
5960;аныхас кæнын;баныхас кæнын;побеседовать поговорить;побеседовать поговорить;0.9221123456954956;1
5961;арауæгау;хъæрæй;громко оглушительно;громко оглушительно;0.5643711090087891;1
5962;æнæсайдæй;æргом;искренне непритворно;определенно ясно;0.15832288563251495;1
5963;адамы фырт;лæг;человек;человек;0.424399733543396;1
5964;лæпъæда;лæхъир;жижа кисель;жижа кисель;-0.07891088724136353;1
5965;æндæвдад;ном;авторитет влияние;репутация реноме;-0.01717238686978817;1
5966;къул;тæссар;склон скат;склон скат;0.23225310444831848;1
5967;æнахъомдзинад;лæмæгъдзинад;беззащитность незащищенность;непрочность ненадежность;0.9379657506942749;1
5968;æнæтæригъæд;æнæхæрам;безвредный безобидный;кроткий незлобивый;0.5807828903198242;1
5969;зыд;зыдæй;корыстный своекорыстный;жадно с жадностью;0.28639134764671326;1
5970;бирæвæрсыг;бирæхуызон;разносторонний многосторонний;разносторонний многосторонний;0.42837363481521606;1
5971;денæаргъ;зынаргъ;ценный;ценный;0.57871013879776;1
5972;нæ сæттын;оцани кæнын;упрямиться упираться;упрямиться упираться;0.09699200093746185;1
5973;уарзæгой;фæлмæн;ласковый мягкий;ласковый мягкий;0.5546068549156189;1
5974;бæзгæ;хъуыддагзонæг;нормальный соответствующий норме;дельный деловой;0.12876130640506744;1
5975;æцæг;цыбæрæгис;фактический реальный;вероятно возможно;0.01587366871535778;1
5976;тагъд кæнын;талфтулфдзинад;торопливость поспешность;торопливость поспешность;0.09007854014635086;1
5977;мæнгарддзинад;хин;мерзость гнусность;чародейство колдовство;0.10970311611890793;1
5978;великолепный;исключительный;изумительный несравненный;изумительный несравненный;0.5181999802589417;1
5979;артдзæст;астазу;средоточие центр;средоточие центр;0.04503900557756424;1
5980;арæзт;конд;фактура выделка;фактура выделка;0.2688769996166229;1
5981;гæпдугъæй;талф-тулфæй;торопливо поспешно;торопливо поспешно;0.4112563729286194;1
5982;зыддзинад;олгъин;жадность;жадность;0.18881405889987946;1
5983;бахæрын;бахардз кæнын;растратить потратить;растратить потратить;0.44450148940086365;1
5984;æркаст;аргълæвæрд;критика рас;критика рас;0.15995928645133972;1
5985;æвзæрст;иртæст;анализ;анализ;0.2817680537700653;1
5986;æнæфсис;хæраг;обжора чревоугодник;обжора чревоугодник;0.3410368263721466;1
5987;æнæхсæст;æнаив;пошлый вульгарный;пошлый вульгарный;0.3162077069282532;1
5988;æнæдомд;фыдбылызджын;удалой разудалый;удалой разудалый;0.34308916330337524;1
5989;ныззилын;саразын;построить выстроить;украситься разукраситься;0.2527225911617279;1
5990;æгæнон;къулбадæг;шалун проказник;шалун проказник;0.3692939579486847;1
5991;алыхуызонад;алыхуызондзинад;разнообразие многообразие;разнородность неоднородность;0.49156615138053894;1
5992;быру;сис;ограда забор;ограда забор;0.3035844564437866;1
5993;æппæтуынæг;алцыуынæг;бдительный зоркий;бдительный зоркий;0.7566384077072144;1
5994;æнæкъæм;æнæфау;идеальный безукоризненный;идеальный безукоризненный;0.5073082447052002;1
5995;æнæуаг;гуымиры;пошлый вульгарный;невежа хам;0.49107328057289124;1
5996;бануæрдын;стухын;закутать укутать;обмотать;0.7733217477798462;1
5997;аргъуан;куывддон;церковь храм;храм святилище;0.19613873958587646;1
5998;дзæгъæлдзырд;дзæнг-дзаæнг;болтовня трескотня;болтовня трескотня;0.4343598186969757;1
5999;гуылмызтæгонд;саст;сломанный поломанный;сломанный поломанный;0.1530257612466812;1
6000;фесафын;цыдæр фæкæнын;упустить пропустить;потерять утерять;0.5382347702980042;1
6001;æдылы;къуымых;глупец болван;глупец болван;0.4019972085952759;1
6002;уылæнтæ;цæуын;ходить;ходить;0.25482380390167236;1
6003;аргъуан;кувæндон;церковь храм;храм святилище;0.39188337326049805;1
6004;сказочный;чудесный;изумительный несравненный;изумительный несравненный;0.9344804286956787;1
6005;стæхын;хи сисын;взлететь подняться;взлететь подняться;0.368703693151474;1
6006;лыстæг кæнын;мур кæнын;размельчать дробить;размельчать дробить;0.7010162472724915;1
6007;зæрдæмæгуыргæнæг;судзаг;жестокий;сверкающий блестящий;0.22997510433197021;1
6008;ног кæнын;ногæй-ногмæ ивын;обновлять подновлять;обновлять подновлять;0.3755178153514862;1
6009;зæвзарын;иртасын;отличать различать;отличать различать;0.17609383165836334;1
6010;аргъуыц;табу;благоговение преклонение;благоговение преклонение;0.23845666646957397;1
6011;дихтæ кæнын;мур кæнын;делить разделять;размельчать дробить;0.5297389030456543;1
6012;амалджын;хæйрæг;ловкий проворный;хитрец плут;0.12553657591342926;1
6013;æнцон;рогæй;легко;легко;0.29241058230400085;1
6014;кæри;рæдзæгъд;куча груда;куча груда;0.02924915961921215;1
6015;уæлдæр кæнын;уалмонц кæнын;улучшаться совершенствоваться;облагораживать одухотворять;0.5788926482200623;1
6016;кадджынхуыз;уæлахизхуызæй;торжественность пышность;торжественность пышность;0.3262288570404053;1
6017;къæртт;хай;частица колия;часть;0.0594014935195446;1
6018;хæххытæ кæнын;хъулæттæ кæнын;царапать;царапать;0.6726388931274414;1
6019;æнæдызæрдыг;цæстуынгæ;убедительный веский;убедительно веско;0.2882494032382965;1
6020;æмхæст;æнæхъæн;единый;единый;0.1615479737520218;1
6021;расай-басай кæнын;хинæй архайын;хитрить пускаться на хитрости;хитрить пускаться на хитрости;0.3327646851539612;1
6022;арын;исын;доставить добывать;черпать;0.32449284195899963;1
6023;фидар лазууын;хæцын;держаться;хвататься схватываться;0.3056979775428772;1
6024;баххæстæн;уæлæмхасæнæн;дополнительно в дополнение к кому-чему;дополнительно в дополнение к кому-чему;0.5200703740119934;1
6025;амырхын;ахырхын;украсть похитить;украсть похитить;0.6135808825492859;1
6026;æмгъуыд;афон;срок время;срок время;0.27003660798072815;1
6027;тых;уаæлиаудзинад;достоинство преимущество;достоинство преимущество;0.28956449031829834;1
6028;бамбæрзын;цъар скæнын;облицевать обложить;облицевать обложить;0.36225810647010803;1
6029;рохст;хаэлиудзых;разиня ротозей;вахлак растяпа;0.8632084131240845;1
6030;кæрæдзи ивын;фæлтæргай ивын;чередоваться перемежаться;чередоваться перемежаться;0.6776539087295532;1
6031;афойнадыл;афоныл;уместно кстати;уместно кстати;0.31270164251327515;1
6032;къæйныхæй;ракæнонхуызæй;дерзко вызывающе;дерзко вызывающе;0.7834848165512085;1
6033;фæндаг;цæуæн;доступ подход;доступ подход;0.3732137680053711;1
6034;къуылых;къуылыхкъах;хромой хромоногий;хромой хромоногий;0.7907538414001465;1
6035;æнæивгаæ;зэнæсцух;постоянный;постоянный;0.2610423266887665;1
6036;ахорæнтæ;ахуырст;цвет;цвет;0.11560545116662979;1
6037;æвæрæнтæ;фынг;харч пища;харч пища;0.13614316284656525;1
6038;змæлд;къухамынд;жест движение;жест движение;0.16390520334243774;1
6039;зæрдæзæгъгæдзинад;фидауц;очарование прелесть;очарование прелесть;0.28217482566833496;1
6040;багъыг дарын;батыхсын кæнын;потревожить побеспокоить;потревожить побеспокоить;0.4811634123325348;1
6041;кино;кинолентæ;фильм кинофильм;фильм кинофильм;0.7791122198104858;1
6042;æгайнæг;æнæвнæлд;первозданный первобытный;первозданный первобытный;0.0004155305214226246;1
6043;хъусдард;цæстдард;слежка надзор;слежка надзор;0.5033080577850342;1
6044;сæрбæрзондæй;сæрыстырæй;напыщенно ходульно;степенно серьезно;0.41588181257247925;1
6045;бæзнæг;дзаджджын;обильный изобильный;обильный изобильный;0.21322399377822876;1
6046;æнæхъулонæй;анæцавстмæхъусæй;объективно беспристрастно;объективно беспристрастно;0.5078834295272827;1
6047;æнæзылд;заууат;заброшенный;заброшенный;0.39136573672294617;1
6048;здыхст;къæбæлдзыг;кудрявый курчавый;кудрявый курчавый;0.4147595763206482;1
6049;æнаэрцæфдзинад;сахъдзинад;удаль молодечество;удаль молодечество;0.996696949005127;1
6050;сыгъд;хурсыгъд;обгорелый;загорелый опаленный солнцем;0.8372749090194702;1
6051;æнæ'рлазугæйæ;уæгъдибарæй;бегло;фамильярно бесцеремонно;0.28723886609077454;1
6052;æнæкæрон;æнæкæрон бирæ;долго бесконечно;долго бесконечно;0.7780382037162781;1
6053;атæппал кæнын;стæппал кæнын;обжечь ожечь;обжечь ожечь;0.6503675580024719;1
6054;даугæнæг;мæнгдзурæг;клеветник кляузник;лгун лжец;0.3239845037460327;1
6055;гавды митæ кæнын;цæстмæ мита кавнын;церемониться;церемониться;0.6302677392959595;1
6056;æрхæндæг кæнын;хъынцъым кæнын;унывать приходить в уныние;унывать приходить в уныние;0.6688305139541626;1
6057;æрытауын;ээрцауындзын;завесить;завесить;0.6344305872917175;1
6058;æппæлын;стауын;хвалиться хвастаться;хвалить отзываться с похвалой о ком-чем;0.3688141107559204;1
6059;æнæуаг дзыхæй сдзурын;алывыд акалын;нагрубить наговорить глупостей;нагрубить наговорить глупостей;0.509830117225647;1
6060;агъуыйын;ахуыр кæнын;вовлекаться затягиваться;изучать постигать;0.18344590067863464;1
6061;нымадæй;цалдæр;численностью количеством;немногие единицы;0.08078908920288086;1
6062;хæрам;цæхæртæ калгæйæ;сердито гневно;сердито гневно;0.44459518790245056;1
6063;адæм;зæххы хъæбултæ;человечество люди;человечество люди;0.3146132528781891;1
6064;алцы;кацыфæнды;любой;любой;0.1478525847196579;1
6065;хин;цазстфæлдахæг;чародейство колдовство;хитрый;-0.13468816876411438;1
6066;маст кæнын;хъынцъым кæнын;горевать грустить;унывать приходить в уныние;0.6283072233200073;1
6067;фæливæнтæ кæнын;хин митæ кæнын;хитрить пускаться на хитрости;хитрить пускаться на хитрости;0.6226555705070496;1
6068;æрдуз;фазз;луг луговина;луг луговина;0.35321518778800964;1
6069;маст ад кæнын;мастхæццæ кæнын;горчить иметь горький привкус;горчить иметь горький привкус;0.5098943114280701;1
6070;æмхуызонад;æмцегдзинад;общность одинаковость;общность одинаковость;0.2230852246284485;1
6071;æрбындур кæнын;сбындур кæнын;узаконить легализовать;узаконить легализовать;0.9646661877632141;1
6072;æфхæрд;зæрдæниз;обида оскорбление;обида оскорбление;0.20130392909049988;1
6073;гардероб;дарæсæфснайеæнуат;гардероб;гардероб;0.32069599628448486;1
6074;зæрдыл нæ дарын;уадзын;забывать;распрягать выпрягать;0.14802679419517517;1
6075;æвзыгъд;рæвдз;молодцеватый бравый;ловкий проворный;0.4366542398929596;1
6076;бюрократизм;дæлæ-уæлæ;бюрократизм волокита;бюрократизм волокита;0.5781671404838562;1
6077;рæсугъддзинад;фидауц;очарование прелесть;очарование прелесть;0.40895333886146545;1
6078;мæнг дзурын;сайын;лгать врать;ловчить изворачиваться;0.45952650904655457;1
6079;куыствæллад;тыхсаст;истощенный изнуренный;истощенный изнуренный;0.5859082937240601;1
6080;æрдомын;бацагурын;потребовать выполнения соблюдения чего-л;потребовать выполнения соблюдения чего-л;0.5193395018577576;1
6081;æрвитын;цух кæнын;увольнение сокращение;увольнять сокращать;0.25466325879096985;1
6082;баргæйæ;баронæй;снисходительно терпимо;снисходительно терпимо;0.22777563333511353;1
6083;гакъон-макъон;къæдзтæ кæнын;извиваться;извиваться;0.27858132123947144;1
6084;налат;хинæйдзаг;коварный вероломный;хитрый;0.3966542184352875;1
6085;архайын;рауай-бауай кæнын;хпопотать;хпопотать;0.3255768120288849;1
6086;басæттын;ныцъцъисткæнын;подавить заглушить;подавить заглушить;0.3706827759742737;1
6087;æнæсдзырд;мадзура;тихоня овечка;тихоня овечка;0.4666300415992737;1
6088;хи сисын;хи хæрдмæ фехсын;взлететь подняться;взлететь подняться;0.6436135172843933;1
6089;æмхуызон уæвын;цæрмыстыгъд бакæнын;походить быть похожим;походить быть похожим;0.3872050642967224;1
6090;адæймаг;удгоймаг;человек;человек;0.4229716956615448;1
6091;æнкъарæг;зæрдæагайаг;сентиментальный чувствительный;сентиментальный чувствительный;0.5892163515090942;1
6092;æдзард;удхъуаг;безжизненный;безжизненный;0.3764832615852356;1
6093;лæмæгъдзинад;тæссондзинад;непрочность ненадежность;непрочность ненадежность;0.9278112649917603;1
6094;рог;рогæй;легко;легко;0.13306136429309845;1
6095;уæвын;хи хæссын;числиться;жить;0.27887776494026184;1
6096;адæймагуарзондзинад;адæмуарзондзинад;гуманизм гуманность;гуманизм гуманность;0.9045419096946716;1
6097;æнæрæгъыдзыд;ницызонæг;невежда профан;невежда профан;0.6909558773040771;1
6098;рабырæн;рахизæн;лазейка лаз;лазейка лаз;0.32997971773147583;1
6099;уазал;хъызт;холодный;холодный;0.6206468939781189;1
6100;æнæзылд;рохуатыуагъд;заброшенный;заброшенный;0.6151482462882996;1
6101;æнæкъæм;идеалон;идеальный безукоризненный;идеальный безукоризненный;0.22597962617874146;1
6102;дæттын;лæвар кæнын;жертвовать;жертвовать;0.34092339873313904;1
6103;басгæрст;сгæрст;разведка агентура;разведка агентура;0.6889461278915405;1
6104;сцæнд кæнын;фæндаг сæхгæнын;загромоздить заставлять;загромоздить заставлять;0.2518744468688965;1
6105;æрдиаг кæнын;иæлæлæй кæнын;реветь орать;реветь орать;0.7128040790557861;1
6106;хæлиу кæнын;хъæр кæнын;разглашать разбалтывать;разглашать разбалтывать;0.6800085306167603;1
6107;мысæг;фыдгойгæнæг;клеветник кляузник;клеветник кляузник;0.32733801007270813;1
6108;æхсызгон;зæрдæмæдзæугæ;симпатичный приятный;симпатичный приятный;0.2254035770893097;1
6109;зæрдæтæнæг;зæрдагагайд;расстроганный тронутый;расстроганный тронутый;0.7442209124565125;1
6110;бакæсын;фендзыстæм;по;по;0.33625251054763794;1
6111;æрлæууын;бахаххкæнын;акцентировать выделить;акцентировать выделить;0.30039340257644653;1
6112;æнæкæрон;дæргъьвæтин;долго бесконечно;длительный затяжной;0.24469414353370667;1
6113;атæхын;ныййарц уæвын;улететь отлететь;убежать спастись бегством;0.38007181882858276;1
6114;замманай;тæмæссаг;жественный единственный;жественный единственный;0.06911085546016693;1
6115;нымдгæнгæ;табугæнгæ;почтительно уважительно;почтительно уважительно;0.838775098323822;1
6116;биби;хъазæн;безделушка побрякушка;безделушка побрякушка;-0.04744884371757507;1
6117;уæлæнгай;хæрз иумæйагæй;упрощенно элементарно;упрощенно элементарно;0.2845010757446289;1
6118;кой кæнын;рауай-бауай кæнын;хпопотать;хпопотать;0.6743942499160767;1
6119;уæвын;хыгъдыцазуын;числиться;числиться;0.13295356929302216;1
6120;фидар;фидарæй;стойко мужественно;стойко мужественно;0.5157955288887024;1
6121;адджинаг;стæм  хæринаг;пэкомство деликатес;пэкомство деликатес;0.6554998755455017;1
6122;катай;сагъæс;тревога беспокойство;тревога беспокойство;0.6506087779998779;1
6123;састæрын;цъар скæнын;облицевать обложить;облицевать обложить;0.27864110469818115;1
6124;æнкъуысын;таæлфын;двигаться передвигаться;двигаться передвигаться;0.25407132506370544;1
6125;хъуыдыкæнын;цагъайраг;предполагать;предполагать;0.16057738661766052;1
6126;æвзæрдæр;иуилфыддæр;худший наихудший;худший наихудший;0.2433621734380722;1
6127;зивæггæнаг;фæныкгуыз;лентяй ленивец;лентяй ленивец;0.5482972860336304;1
6128;æрхæндæг кæнын;тыхсын;унывать приходить в уныние;унывать приходить в уныние;0.4342040419578552;1
6129;ныццаразын;самайын;построить выстроить;построить выстроить;0.32831040024757385;1
6130;аргъ кæнын;кад кæнын;ценить дорожить хем-чем;уважать почитать;0.7080956697463989;1
6131;джауыр;цыфыддæр;негодяй подлец;худший наихудший;0.026166735216975212;1
6132;æнæбинонтæ;денаэус;холостой неженатый;холостой неженатый;0.24217119812965393;1
6133;ихсыд;тыхсаст;истощенный изнуренный;истощенный изнуренный;0.09954722225666046;1
6134;домгæйæ;карзæй;требовательно взыскательно;требовательно взыскательно;0.26526108384132385;1
6135;æнæдомд;удуæлдай;удалой разудалый;удалой разудалый;0.2769659757614136;1
6136;æрфыст;ныв;изображение воспроизведение;характер;0.2694469094276428;1
6137;æмвæндæй;æмудаай;единодушно как один;единодушно как один;0.44688937067985535;1
6138;разæнгарддзинад;уæлкурдиат;энтузиазм воодушевление;энтузиазм воодушевление;0.2413000464439392;1
6139;æмпылд;руад;увядший поблекший;увядший поблекший;0.35082942247390747;1
6140;ниуын;тъизын;жаловаться;жаловаться;-2.7225678422837518e-05;1
6141;музæ;разæнгарддзинад;вдохновение;энтузиазм воодушевление;-0.198733851313591;1
6142;критический;поворотный;перекличка поверка;перекличка поверка;0.6132155656814575;1
6143;ныхас;радзур-бадзур;фраза оборот;беседа разговор;0.28755471110343933;1
6144;уæларвмæ;уæлиаумæ;вверх кверху;вверх кверху;0.4132564961910248;1
6145;гæвзыкдзинад;мæгуырдзинад;бедность;скудность скудость;0.8234480619430542;1
6146;бапырх кæнын;ныппырхкæнын;забрызгать обрызгать;забрызгать обрызгать;0.6404768824577332;1
6147;æнæсæрбосдзинад;денæхицаудзинад;анархия безвластие;анархия безвластие;0.9632262587547302;1
6148;уарзæгой;узæлгæ;ласковый мягкий;ласковый мягкий;0.5912576913833618;1
6149;сæрыстырдзинад;хиппæлойдзинад;гордость;хвастовство похвальба;0.9203777313232422;1
6150;давд;стыгъд;кража похищение;грабеж ограбление;0.08261233568191528;1
6151;амынд;фидар кæнын;констатация установление;констатация установление;0.16182458400726318;1
6152;æнæапп;афтид;бессодержательный беспредметный;бессодержательный беспредметный;0.13405314087867737;1
6153;мадзал;тылиф;уловка увертка;уловка увертка;-0.03224510699510574;1
6154;ахсджиаг нысаниуæг;стырдзинад;важность;важность;0.11844038963317871;1
6155;æлгъ кæнын;не’рвæссын;гнушаться пренебрегать;гнушаться пренебрегать;0.28665080666542053;1
6156;исдзинад;цард;жизнь;жизнь;0.017913877964019775;1
6157;дымдыфæкæнын;фесафын;потерять утерять;упустить пропустить;0.3362019956111908;1
6158;бæлвырд;чи зоны;фактический реальный;вероятно возможно;0.2000260353088379;1
6159;абухæг;знæт;бурный неспокойный;эмоциональный экспансивный;0.28357064723968506;1
6160;мысын;фыдгой кæнын;тосковать томиться;клеветать оговаривть;0.33698660135269165;1
6161;алыбойнон;ахуыр;постоянный;постоянный;0.1642085611820221;1
6162;адарддæр кæнын;аиуварс кæнын;отстранить отвести;устранить исключить;0.700904369354248;1
6163;зæрдыл нæ дарын;сæрæй тæхын;забывать;забывать;0.16645318269729614;1
6164;сæрибарæй;уæгъдибарæй;фамильярно бесцеремонно;фамильярно бесцеремонно;0.3187362253665924;1
6165;алкæгцы;цавæрфæнды;любой;любой;0.6967500448226929;1
6166;зæрдæлæуузæн;зæрддаг;возлюбленная любимая;возлюбленная любимая;0.8347484469413757;1
6167;иугæйттæ;цалдæр;немногие единицы;немногие единицы;0.20488055050373077;1
6168;гæды;сайæгой;лгун лжец;хитрый;0.45877939462661743;1
6169;ныв;сурет;характер;характер;0.11090382188558578;1
6170;куыдфæнды;уазал;холодный;холодный;0.3145431578159332;1
6171;галгуыбын;гуыбынмæгæс;обжора чревоугодник;обжора чревоугодник;0.9507297873497009;1
6172;æнæхæрамдзинад;сабырдзинад;кротость беззлобность;кротость беззлобность;0.8793030977249146;1
6173;мæнгуд;фæндхъуагдзинад;безволие слабоволие;безволие слабоволие;0.40774405002593994;1
6174;бæзгæ;хуымæтаæг;нормальный соответствующий норме;нормальный соответствующий норме;0.3689274489879608;1
6175;узæлаг;фæлмæн;ласковый мягкий;ласковый мягкий;0.15097813308238983;1
6176;æрфæлмæн кæнын;фæзæрдæхæлд кæнын;разжалобить;разжалобить;0.7458652257919312;1
6177;дзырд хеврын-имæ;цыбеæлгæнгæ;аппетитно заманчиво;аппетитно заманчиво;0.46398410201072693;1
